//X	Y	Z	R	G	B	Point_Source_ID	Scan_Angle_Rank	Flightline_Edge	Scan_Direction	Number_of_Returns	Return_Number	Time	Intensity	Classification	Type
315719.265	234782.1382	12.01200008	0	255	255	14	13	0	1	3	1	392773.6496	23	4	window
315719.6479	234782.4429	9.86999989	0	255	255	14	13	0	1	3	2	392773.6496	215	4	window
315719.235	234781.7271	9.96000004	0	255	255	14	13	0	1	2	1	392773.6401	30	4	window
315719.443	234781.9609	11.0170002	0	255	255	14	13	0	1	2	1	392773.6401	12	4	window
315719.644	234782.1211	9.88700008	0	255	255	14	13	0	1	2	2	392773.6401	3943	2	window
315719.547	234782.0591	10.93599987	0	255	255	14	13	0	1	2	1	392773.6401	37	4	window
315719.7371	234782.209	9.87199974	0	255	255	14	13	0	1	2	2	392773.6401	2136	4	window
315719.262	234781.6152	9.8739996	0	255	255	14	13	0	1	2	1	392773.6308	78	4	window
315719.299	234781.6611	10.18700027	0	255	255	14	13	0	1	2	1	392773.6308	69	4	window
315719.655	234781.9932	9.82299995	0	255	255	14	13	0	1	1	1	392773.6308	769	2	window
315719.573	234781.9468	10.87300014	0	255	255	14	13	0	1	3	1	392773.6308	457	4	window
315719.7469	234782.084	9.89900017	0	255	255	14	13	0	1	3	2	392773.6308	928	4	window
315719.464	234781.875	11.98999977	0	255	255	14	13	0	1	2	1	392773.6308	106	4	window
315719.837	234782.1719	9.89700031	0	255	255	14	13	0	1	2	2	392773.6308	451	2	window
315719.625	234781.8091	10.39999962	0	255	255	14	13	0	1	2	1	392773.6216	25	4	window
315719.6379	234781.8359	10.8739996	0	255	255	14	13	0	1	2	1	392773.6216	240	4	window
315718.722	234782.4849	10.0170002	0	255	255	15	26	0	1	2	1	393036.1045	12	4	window
315719.144	234782.7158	9.82299995	0	255	255	15	26	0	1	1	1	393036.0952	318	2	window
315719.099	234782.7202	10.86400032	0	255	255	15	26	0	1	1	1	393036.0952	162	4	window
315719.002	234782.6548	11.76599979	0	255	255	15	26	0	1	3	1	393036.0952	21	4	window
315719.171	234782.6821	9.82199955	0	255	255	15	26	0	1	1	1	393036.0857	302	2	window
315719.125	234782.6851	10.86200047	0	255	255	15	26	0	1	2	1	393036.0857	130	4	window
315718.976	234782.5659	11.94099998	0	255	255	15	26	0	1	3	1	393036.0857	37	4	window
315719.14	234782.6279	10.86400032	0	255	255	15	26	0	1	2	1	393036.0764	171	4	window
315718.994	234782.5098	11.90499973	0	255	255	15	26	0	1	3	1	393036.0764	10	4	window
315719.173	234782.5381	10.84899998	0	255	255	15	26	0	1	2	1	393036.0671	157	4	window
315719.078	234782.4888	12.02700043	0	255	255	15	26	0	1	1	1	393036.0671	332	4	window
315719.017	234782.0601	10.17399979	0	255	255	15	26	0	1	2	1	393036.0576	42	4	window
315719.3409	234782.4302	9.83300018	0	255	255	15	26	0	1	1	1	393036.0576	538	4	window
315719.4561	234782.5669	9.80500031	0	255	255	15	26	0	1	1	1	393036.0576	202	4	window
315719.3051	234782.4438	10.87199974	0	255	255	15	26	0	1	2	1	393036.0576	89	4	window
315719.1429	234782.311	11.96100044	0	255	255	15	26	0	1	2	1	393036.0576	18	4	window
315719.451	234782.5151	9.80099964	0	255	255	15	26	0	1	1	1	393036.0483	173	2	window
315719.299	234782.3911	10.86999989	0	255	255	15	26	0	1	2	1	393036.0483	150	4	window
315719.135	234782.2529	11.94499969	0	255	255	15	26	0	1	3	1	393036.0483	13	4	window
315719.373	234782.2729	9.83600044	0	255	255	15	26	0	1	1	1	393036.0388	1055	4	window
315719.476	234782.397	9.81900024	0	255	255	15	26	0	1	1	1	393036.0388	10741	4	window
315719.339	234782.2891	10.85099983	0	255	255	15	26	0	1	2	1	393036.0388	181	4	window
315719.483	234782.373	9.83399963	0	255	255	15	26	0	1	1	1	393036.0295	7928	2	window
315719.5699	234782.48	9.86499977	0	255	255	15	26	0	1	1	1	393036.0295	129	2	window
315719.342	234782.2578	10.83699989	0	255	255	15	26	0	1	2	1	393036.0295	108	4	window
315719.255	234782.2202	12.02600002	0	255	255	15	26	0	1	1	1	393036.0295	466	4	window
315719.494	234782.168	9.84200001	0	255	255	15	26	0	1	1	1	393036.0202	1144	2	window
315719.572	234782.2661	9.91600037	0	255	255	15	26	0	1	1	1	393036.0202	7929	2	window
315719.679	234782.395	9.89500046	0	255	255	15	26	0	1	1	1	393036.0202	6280	4	window
315719.453	234782.1758	10.86299992	0	255	255	15	26	0	1	2	1	393036.0202	169	4	window
315719.301	234782.0532	11.95100021	0	255	255	15	26	0	1	2	1	393036.0202	14	4	window
315719.52	234782.1001	9.83300018	0	255	255	15	26	0	1	1	1	393036.0107	457	2	window
315719.6021	234782.2031	9.90100002	0	255	255	15	26	0	1	1	1	393036.0107	1628	2	window
315719.707	234782.3281	9.88599968	0	255	255	15	26	0	1	2	1	393036.0107	1483	4	window
315719.485	234782.1152	10.86999989	0	255	255	15	26	0	1	2	1	393036.0107	140	4	window
315719.333	234781.9902	11.93299961	0	255	255	15	26	0	1	3	1	393036.0107	22	4	window
315719.558	234782.041	9.82499981	0	255	255	15	26	0	1	1	1	393036.0014	498	2	window
315719.6281	234782.1309	9.90600014	0	255	255	15	26	0	1	1	1	393036.0014	5176	2	window
315719.743	234782.269	9.90400028	0	255	255	15	26	0	1	2	1	393036.0014	1541	4	window
315719.519	234782.0518	10.87699986	0	255	255	15	26	0	1	2	1	393036.0014	159	4	window
315719.361	234781.9209	11.95800018	0	255	255	15	26	0	1	2	1	393036.0014	12	4	window
315719.3311	234781.665	9.85700035	0	255	255	15	26	0	1	1	1	393035.9919	53	4	window
315719.642	234782.042	9.86100006	0	255	255	15	26	0	1	1	1	393035.9919	590	2	window
315719.745	234782.168	9.88700008	0	255	255	15	26	0	1	2	1	393035.9919	1717	4	window
315719.525	234781.9541	10.83100033	0	255	255	15	26	0	1	2	1	393035.9919	167	4	window
315719.433	234781.9092	12.02499962	0	255	255	15	26	0	1	2	1	393035.9919	292	4	window
315719.777	234781.9771	9.86200047	0	255	255	15	26	0	1	2	2	393035.9826	100	4	window
315719.584	234781.792	10.7329998	0	255	255	15	26	0	1	2	1	393035.9826	94	4	window
315719.616	234781.8442	10.96199989	0	255	255	15	26	0	1	2	1	393035.9826	113	4	window
315719.553	234781.7949	11.45400047	0	255	255	15	26	0	1	3	1	393035.9826	22	4	window
315719.516	234781.772	11.84399986	0	255	255	15	26	0	1	3	1	393035.9826	25	4	window
315719.606	234781.7998	10.96000004	0	255	255	15	26	0	1	1	1	393035.9734	270	4	window
315719.5861	234781.7959	11.30900002	0	255	255	15	26	0	1	3	1	393035.9734	75	4	window
315719.546	234781.77	11.73099995	0	255	255	15	26	0	1	3	1	393035.9734	40	4	window
315719.181	234781.731	10.22299957	0	255	255	22	-8	0	1	3	2	394845.5984	9	4	window
315715.4399	234788.4512	14.09700012	0	255	255	14	13	0	1	1	1	392774.1184	303	4	window
315715.432	234788.4609	14.62300014	0	255	255	14	13	0	1	1	1	392774.1184	242	4	window
315715.58	234788.354	14.25	0	255	255	14	13	0	1	1	1	392774.1091	285	4	window
315715.543	234788.3398	14.91899967	0	255	255	14	13	0	1	1	1	392774.1091	233	4	window
315715.521	234788.3408	15.58399963	0	255	255	14	13	0	1	1	1	392774.1091	264	4	window
315715.791	234788.2939	13.99800014	0	255	255	14	13	0	1	1	1	392774.0998	244	2	window
315715.588	234788.1499	15.61999989	0	255	255	14	13	0	1	3	1	392774.0998	92	4	window
315715.729	234788.2622	14.86200047	0	255	255	14	13	0	1	3	2	392774.0998	34	4	window
315715.86	234788.0918	14.01399994	0	255	255	14	13	0	1	1	1	392774.0903	609	2	window
315715.811	234788.0698	14.77600002	0	255	255	14	13	0	1	2	1	392774.0903	157	4	window
315715.958	234788.186	13.9829998	0	255	255	14	13	0	1	2	2	392774.0903	162	2	window
315715.734	234788.0259	15.71800041	0	255	255	14	13	0	1	1	1	392774.0903	214	4	window
315715.921	234787.981	13.98200035	0	255	255	14	13	0	1	1	1	392774.081	720	2	window
315715.864	234787.9521	14.77700043	0	255	255	14	13	0	1	2	1	392774.081	170	4	window
315716.012	234788.0679	13.98099995	0	255	255	14	13	0	1	2	2	392774.081	123	2	window
315715.786	234787.9082	15.75399971	0	255	255	14	13	0	1	1	1	392774.081	270	4	window
315716.017	234787.8301	14.00699997	0	255	255	14	13	0	1	1	1	392774.0715	1027	4	window
315716.097	234787.9092	14.08500004	0	255	255	14	13	0	1	1	1	392774.0715	3943	4	window
315715.88	234787.7559	15.78199959	0	255	255	14	13	0	1	1	1	392774.0715	243	4	window
315716.088	234787.75	14.02900028	0	255	255	14	13	0	1	1	1	392774.0622	1483	4	window
315716.0551	234787.7402	14.72399998	0	255	255	14	13	0	1	2	1	392774.0622	308	4	window
315716.17	234787.8311	14.10200024	0	255	255	14	13	0	1	2	2	392774.0622	2095	4	window
315715.946	234787.6709	15.83899975	0	255	255	14	13	0	1	1	1	392774.0622	271	4	window
315716.189	234787.4888	14.00300026	0	255	255	14	13	0	1	1	1	392774.053	907	2	window
315716.2629	234787.563	14.10599995	0	255	255	14	13	0	1	1	1	392774.053	1717	2	window
315716.0649	234787.4229	15.65400028	0	255	255	14	13	0	1	3	1	392774.053	153	4	window
315716.321	234787.624	14.27700043	0	255	255	14	13	0	1	3	2	392774.053	18	4	window
315716.2159	234787.3521	13.9829998	0	255	255	14	13	0	1	1	1	392774.0434	349	4	window
315716.293	234787.4282	14.07199955	0	255	255	14	13	0	1	1	1	392774.0434	324	4	window
315716.246	234787.4082	14.81299973	0	255	255	14	13	0	1	2	1	392774.0434	210	4	window
315716.1429	234787.3428	15.87100029	0	255	255	14	13	0	1	1	1	392774.0434	256	4	window
315716.2209	234787.21	15.42300034	0	255	255	14	13	0	1	1	1	392774.0342	275	4	window
315716.2111	234787.2192	15.98099995	0	255	255	14	13	0	1	1	1	392774.0342	232	4	window
315715.507	234788.3628	14.21800041	0	255	255	15	27	0	1	1	1	393036.5639	354	4	window
315715.501	234788.3711	14.53299999	0	255	255	15	27	0	1	1	1	393036.5639	269	4	window
315715.494	234788.3789	14.85999966	0	255	255	15	27	0	1	1	1	393036.5639	248	4	window
315715.485	234788.3838	15.18700027	0	255	255	15	27	0	1	1	1	393036.5639	313	4	window
315715.472	234788.3838	15.51500034	0	255	255	15	27	0	1	1	1	393036.5639	288	4	window
315715.469	234788.395	15.82199955	0	255	255	15	27	0	1	1	1	393036.5639	295	4	window
315715.7271	234788.3672	14.02000046	0	255	255	15	27	0	1	1	1	393036.5544	148	2	window
315715.811	234788.4658	14.10599995	0	255	255	15	27	0	1	1	1	393036.5544	96	4	window
315715.66	234788.3291	14.82999992	0	255	255	15	27	0	1	3	1	393036.5544	74	4	window
315715.62	234788.3018	15.22000027	0	255	255	15	27	0	1	2	1	393036.5544	44	4	window
